Metric Name,Metric Unit,Maximum,Minimum,Average
lts__t_sectors_aperture_device_lookup_miss.sum,sector,,,69165063.000000
lts__t_sectors_aperture_peer_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_aperture_sysmem_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_elapsed,%,,,0.000000
lts__t_sectors_data_ecc.avg.peak_sustained,sector/cycle,,,8.000000
lts__t_sectors_data_ecc.avg.per_cycle_elapsed,sector/cycle,,,0.000000
lts__t_sectors_data_ecc.sum,sector,,,0.000000
lts__t_sectors_data_ecc.sum.per_second,sector/second,,,0.000000
lts__t_sectors_evict_first_lookup_hit.sum,sector,,,6216.000000
lts__t_sectors_evict_first_lookup_miss.sum,sector,,,172151.000000
lts__t_sectors_evict_last_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_evict_last_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_evict_normal_demote_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_evict_normal_demote_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_evict_normal_lookup_hit.sum,sector,,,98533634.000000
lts__t_sectors_evict_normal_lookup_miss.sum,sector,,,68999126.000000
lts__t_sectors_lookup_hit.sum,sector,,,98611965.000000
lts__t_sectors_lookup_miss.sum,sector,,,69146602.000000
lts__t_sectors_op_read.sum.pct_of_peak_sustained_elapsed,%,,,14.506525
lts__t_sectors_op_write.sum.pct_of_peak_sustained_elapsed,%,,,3.627807
lts__t_sectors_srcunit_tex.avg.pct_of_peak_sustained_elapsed,%,,,18.110962
lts__t_sectors_srcunit_tex.avg.peak_sustained,sector/cycle,,,1.000000
lts__t_sectors_srcunit_tex.avg.per_cycle_elapsed,sector/cycle,,,0.181110
lts__t_sectors_srcunit_tex.sum,sector,,,167531770.000000
lts__t_sectors_srcunit_tex.sum.per_second,sector/nsecond,,,8.267184
lts__t_sectors_srcunit_tex_aperture_device_lookup_miss.sum,sector,,,68997033.000000
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_alu_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_cas_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_device_op_read_lookup_miss.sum,sector,,,68993776.000000
lts__t_sectors_srcunit_tex_aperture_device_op_red_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_device_op_write_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_alu_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_cas_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.per_second,sector/second,,,0.000000
lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum.per_second,sector/second,,,0.000000
lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum.per_second,sector/second,,,0.000000
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_alu_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_cas_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.per_second,sector/second,,,0.000000
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum.per_second,sector/second,,,0.000000
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum.per_second,sector/second,,,0.000000
lts__t_sectors_srcunit_tex_evict_first_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_evict_first_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_evict_last_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_evict_last_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_evict_normal_lookup_hit.sum,sector,,,98547228.000000
lts__t_sectors_srcunit_tex_evict_normal_lookup_miss.sum,sector,,,68996095.000000
lts__t_sectors_srcunit_tex_lookup_hit.sum,sector,,,98534670.000000
lts__t_sectors_srcunit_tex_lookup_miss.sum,sector,,,69003584.000000
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.pct_of_peak_sustained_elapsed,%,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.peak_sustained,sector/cycle,,,1.000000
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.per_cycle_elapsed,sector/cycle,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum.per_second,sector/second,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.pct_of_peak_sustained_elapsed,%,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.peak_sustained,sector/cycle,,,1.000000
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.per_cycle_elapsed,sector/cycle,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum.per_second,sector/second,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_read.avg.pct_of_peak_sustained_elapsed,%,,,14.487575
lts__t_sectors_srcunit_tex_op_read.avg.peak_sustained,sector/cycle,,,1.000000
lts__t_sectors_srcunit_tex_op_read.avg.per_cycle_elapsed,sector/cycle,,,0.144876
lts__t_sectors_srcunit_tex_op_read.sum,sector,,,134014363.000000
lts__t_sectors_srcunit_tex_op_read.sum.per_second,sector/nsecond,,,6.613202
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_hit.sum,sector,,,64964218.000000
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_miss.sum,sector,,,68992505.000000
lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum,sector,,,64960182.000000
lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum,sector,,,69005891.000000
lts__t_sectors_srcunit_tex_op_red.avg.pct_of_peak_sustained_elapsed,%,,,0.000000
lts__t_sectors_srcunit_tex_op_red.avg.peak_sustained,sector/cycle,,,1.000000
lts__t_sectors_srcunit_tex_op_red.avg.per_cycle_elapsed,sector/cycle,,,0.000000
lts__t_sectors_srcunit_tex_op_red.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_red.sum.per_second,sector/second,,,0.000000
lts__t_sectors_srcunit_tex_op_red_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_red_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_write.avg.pct_of_peak_sustained_elapsed,%,,,3.627390
lts__t_sectors_srcunit_tex_op_write.avg.peak_sustained,sector/cycle,,,1.000000
lts__t_sectors_srcunit_tex_op_write.avg.per_cycle_elapsed,sector/cycle,,,0.036274
lts__t_sectors_srcunit_tex_op_write.sum,sector,,,33554432.000000
lts__t_sectors_srcunit_tex_op_write.sum.per_second,sector/nsecond,,,1.655809
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_hit.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_hit.sum,sector,,,33554432.000000
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_miss.sum,sector,,,0.000000
lts__t_sectors_srcunit_tex_op_write_lookup_hit.sum,sector,,,33554432.000000
lts__t_sectors_srcunit_tex_op_write_lookup_miss.sum,sector,,,0.000000
lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed,%,,,14.379381
lts__throughput.avg.pct_of_peak_sustained_elapsed,%,,,18.134498
lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed,%,,,14.216688
memory_access_size_type,,,,0
memory_access_type,,,,0
memory_l1_tag_requests_global,sectors,,,134217728.000000
memory_l1_wavefronts_shared,sectors,,,201326592.000000
memory_l1_wavefronts_shared_ideal,sectors,,,201326592.000000
memory_l2_theoretical_sectors_global,sectors,,,167772160.000000
memory_l2_theoretical_sectors_global_ideal,sectors,,,167772160.000000
memory_l2_theoretical_sectors_local,sectors,,,0.000000
memory_type,,,,0
numa__cpu_affinity,,,,0
numa__dev_display_name_all,,,,0
numa__id_cpu,,,,0
numa__id_memory,,,,0
nvlink__bandwidth,,,,0
nvlink__count_logical,,,,0
nvlink__count_physical,,,,0
nvlink__destination_ports,,,,0
nvlink__dev0Id,,,,0
nvlink__dev0type,,,,0
nvlink__dev1Id,,,,0
nvlink__dev1type,,,,0
nvlink__dev_display_name_all,,,,0
nvlink__enabled_mask,,,,0
nvlink__is_direct_link,,,,0
nvlink__is_nvswitch_connected,,,,0
nvlink__max_count,,,,0
nvlink__peer_access,,,,0
nvlink__peer_atomic,,,,0
nvlink__source_ports,,,,0
nvlink__system_access,,,,0
nvlink__system_atomic,,,,0
profiler__perfworks_session_reuse,,,,0
profiler__replayer_bytes_mem_accessible.avg,Gbyte,,,1.115685
profiler__replayer_bytes_mem_accessible.max,Gbyte,,,1.115685
profiler__replayer_bytes_mem_accessible.min,Gbyte,,,1.115685
profiler__replayer_bytes_mem_accessible.sum,Gbyte,,,37.933297
profiler__replayer_bytes_mem_backed_up.avg,Gbyte,,,1.115685
profiler__replayer_bytes_mem_backed_up.max,Gbyte,,,1.115685
profiler__replayer_bytes_mem_backed_up.min,Gbyte,,,1.115685
profiler__replayer_bytes_mem_backed_up.sum,Gbyte,,,37.933297
profiler__replayer_passes,pass,,,34.000000
profiler__replayer_passes_type_warmup,pass,,,0.000000
sass__inst_executed_global_loads,inst,,,67108864.000000
sass__inst_executed_global_stores,inst,,,4194304.000000
sass__inst_executed_local_loads,inst,,,0.000000
sass__inst_executed_local_stores,inst,,,0.000000
sass__inst_executed_per_opcode,,,,"2,259,681,280"
sass__inst_executed_per_opcode_with_modifier_all,,,,"2,259,681,280"
sass__inst_executed_per_opcode_with_modifier_selective,,,,"2,259,681,280"
sass__inst_executed_shared_loads,inst,,,134217728.000000
sass__inst_executed_shared_stores,inst,,,67108864.000000
sass__thread_inst_executed_true_per_opcode,,,,"67,998,056,448"
sass__thread_inst_executed_true_per_opcode_with_modifier_all,,,,"67,998,056,448"
sass__thread_inst_executed_true_per_opcode_with_modifier_selective,,,,"67,998,056,448"
sm__cycles_active.avg,cycle,,,30305113.217391
sm__cycles_elapsed.avg.per_second,cycle/nsecond,,,1.499771
sm__inst_executed.avg.pct_of_peak_sustained_elapsed,%,,,40.407779
sm__inst_executed.avg.per_cycle_active,inst/cycle,,,1.620964
sm__inst_executed.avg.per_cycle_elapsed,inst/cycle,,,1.616311
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_active,%,,,2.519828
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed,%,,,2.512595
sm__inst_executed_pipe_alu.avg.pct_of_peak_sustained_active,%,,,33.980075
sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_active,%,,,1.833457
sm__inst_executed_pipe_cbu_pred_on_any.avg.pct_of_peak_sustained_elapsed,%,,,6.728852
sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_active,%,,,10.502419
sm__inst_executed_pipe_fma_type_fp16.avg.pct_of_peak_sustained_active,%,,,0.000000
sm__inst_executed_pipe_fp64_op_dmma.avg.pct_of_peak_sustained_active,%,,,0.000000
sm__inst_executed_pipe_fp64_op_fp64.avg.pct_of_peak_sustained_active,%,,,0.000000
sm__inst_executed_pipe_ipa.avg.pct_of_peak_sustained_elapsed,%,,,0.000000
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active,%,,,52.465085
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed,%,,,52.314479
sm__inst_executed_pipe_tensor_op_hmma.avg.pct_of_peak_sustained_active,%,,,9.628001
sm__inst_executed_pipe_tensor_op_imma.avg.pct_of_peak_sustained_active,%,,,0.000000
sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active,%,,,0.000000
sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_elapsed,%,,,0.000000
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_active,%,,,3.055762
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_elapsed,%,,,3.046990
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active,%,,,0.000000
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed,%,,,0.000000
sm__inst_issued.avg.pct_of_peak_sustained_active,%,,,40.529020
sm__inst_issued.avg.per_cycle_active,inst/cycle,,,1.621161
sm__inst_issued.max.pct_of_peak_sustained_active,%,,,40.623028
sm__instruction_throughput.avg.pct_of_peak_sustained_active,%,,,40.529020
sm__issue_active.avg.pct_of_peak_sustained_elapsed,%,,,40.412677
sm__maximum_warps_avg_per_active_cycle,warp,,,32.000000
sm__maximum_warps_per_active_cycle_pct,%,,,66.666667
sm__memory_throughput.avg.pct_of_peak_sustained_elapsed,%,,,52.314479
sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed,%,,,10.530503
sm__mio_inst_issued.avg.pct_of_peak_sustained_elapsed,%,,,18.275691
sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed,%,,,10.236320
sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed,%,,,10.200386
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_active,%,,,33.980075
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed,%,,,33.882532
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active,%,,,12.947029
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed,%,,,12.909863
sm__pipe_fmaheavy_cycles_active.avg.pct_of_peak_sustained_elapsed,%,,,25.819727
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_active,%,,,0.000000
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed,%,,,0.000000
sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_active,%,,,19.256003
sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed,%,,,19.200726
sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_active,%,,,19.256003
sm__pipe_tensor_op_imma_cycles_active.avg.pct_of_peak_sustained_active,%,,,0.000000
sm__sass_inst_executed_op_ldgsts_cache_access.sum,inst,,,0.000000
sm__sass_inst_executed_op_ldgsts_cache_bypass.sum,inst,,,0.000000
sm__sass_l1tex_data_bytes_write_pipe_lsu_mem_shared_op_ldgsts_cache_access.sum,byte,,,0.000000
sm__sass_l1tex_data_bytes_write_pipe_lsu_mem_shared_op_ldgsts_cache_access.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
sm__sass_l1tex_data_bytes_write_pipe_lsu_mem_shared_op_ldgsts_cache_access.sum.per_second,byte/second,,,0.000000
sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum,byte,,,0.000000
sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum.per_second,byte/second,,,0.000000
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts.sum,request,,,0.000000
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts_cache_access.sum,request,,,0.000000
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum,request,,,0.000000
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_access.sum,sector,,,0.000000
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_access.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum,sector,,,0.000000
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
sm__sass_thread_inst_executed_op_dfma_pred_on.sum.peak_sustained,inst/cycle,,,92.000000
sm__sass_thread_inst_executed_op_ffma_pred_on.sum.peak_sustained,inst/cycle,,,5888.000000
sm__throughput.avg.pct_of_peak_sustained_elapsed,%,,,52.314479
sm__warps_active.avg.pct_of_peak_sustained_active,%,,,66.353005
sm__warps_active.avg.per_cycle_active,warp,,,31.849442
smsp__average_warp_latency_per_inst_issued.ratio,cycle,,,19.626760
smsp__average_warps_active_per_inst_executed.ratio,cycle,,,19.629139
smsp__average_warps_issue_stalled_barrier_per_issue_active.ratio,inst,,,2.541729
smsp__average_warps_issue_stalled_branch_resolving_per_issue_active.ratio,inst,,,0.205872
smsp__average_warps_issue_stalled_dispatch_stall_per_issue_active.ratio,inst,,,0.520656
smsp__average_warps_issue_stalled_drain_per_issue_active.ratio,inst,,,0.062059
smsp__average_warps_issue_stalled_imc_miss_per_issue_active.ratio,inst,,,0.000431
smsp__average_warps_issue_stalled_lg_throttle_per_issue_active.ratio,inst,,,0.908691
smsp__average_warps_issue_stalled_long_scoreboard_per_issue_active.ratio,inst,,,5.537339
smsp__average_warps_issue_stalled_math_pipe_throttle_per_issue_active.ratio,inst,,,2.835502
smsp__average_warps_issue_stalled_membar_per_issue_active.ratio,inst,,,0.000000
smsp__average_warps_issue_stalled_mio_throttle_per_issue_active.ratio,inst,,,1.467140
smsp__average_warps_issue_stalled_misc_per_issue_active.ratio,inst,,,0.000000
smsp__average_warps_issue_stalled_no_instruction_per_issue_active.ratio,inst,,,0.057669
smsp__average_warps_issue_stalled_not_selected_per_issue_active.ratio,inst,,,1.309807
smsp__average_warps_issue_stalled_selected_per_issue_active.ratio,inst,,,1.000000
smsp__average_warps_issue_stalled_short_scoreboard_per_issue_active.ratio,inst,,,0.729750
smsp__average_warps_issue_stalled_sleeping_per_issue_active.ratio,inst,,,0.000000
smsp__average_warps_issue_stalled_tex_throttle_per_issue_active.ratio,inst,,,0.000001
smsp__average_warps_issue_stalled_wait_per_issue_active.ratio,inst,,,2.455053
smsp__branch_targets_threads_divergent,,,,0
smsp__cycles_elapsed.avg.per_second,cycle/nsecond,,,1.499771
smsp__cycles_elapsed.sum,cycle,,,5592193784.000000
smsp__inst_executed.avg,inst,,,12280876.521739
smsp__inst_executed.sum,inst,,,2259681280.000000
smsp__inst_executed_op_branch.sum,inst,,,144965632.000000
smsp__inst_executed_op_generic_atom_dot_alu.sum,inst,,,0.000000
smsp__inst_executed_op_generic_atom_dot_alu.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__inst_executed_op_generic_atom_dot_cas.sum,inst,,,0.000000
smsp__inst_executed_op_generic_atom_dot_cas.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__inst_executed_op_global_red.sum,inst,,,0.000000
smsp__inst_executed_op_global_red.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__inst_executed_op_ldgsts.sum,inst,,,0.000000
smsp__inst_executed_op_ldgsts.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__inst_executed_op_ldsm.sum,inst,,,0.000000
smsp__inst_executed_op_ldsm.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__inst_executed_op_shared_atom.sum,inst,,,0.000000
smsp__inst_executed_op_shared_atom.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__inst_executed_op_surface_atom_dot_alu.sum,inst,,,0.000000
smsp__inst_executed_op_surface_atom_dot_alu.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__inst_executed_op_surface_atom_dot_cas.sum,inst,,,0.000000
smsp__inst_executed_op_surface_atom_dot_cas.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__inst_executed_op_surface_ld.sum,inst,,,0.000000
smsp__inst_executed_op_surface_ld.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__inst_executed_op_surface_red.sum,inst,,,0.000000
smsp__inst_executed_op_surface_red.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__inst_executed_op_surface_st.sum,inst,,,0.000000
smsp__inst_executed_op_surface_st.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__inst_executed_op_texture.sum,inst,,,0.000000
smsp__inst_executed_op_texture.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__inst_issued.avg,inst,,,12282365.402174
smsp__inst_issued.sum,inst,,,2259955234.000000
smsp__issue_active.avg.pct_of_peak_sustained_active,%,,,40.493235
smsp__issue_active.avg.per_cycle_active,,,,0.40
smsp__issue_inst0.avg.pct_of_peak_sustained_active,%,,,59.506765
smsp__maximum_warps_avg_per_active_cycle,warp,,,8.000000
smsp__pcsamp_aggregated_passes,pass,,,2.000000
smsp__pcsamp_buffer_size_bytes,Mbyte,,,33.554432
smsp__pcsamp_dropped_bytes,byte,,,0.000000
smsp__pcsamp_interval,,,,5
smsp__pcsamp_interval_cycles,cycle,,,1024.000000
smsp__pcsamp_sample_count,,,,"1,359,568"
smsp__pcsamp_warps_issue_stalled_barrier,warp,,,176900.000000
smsp__pcsamp_warps_issue_stalled_barrier_not_issued,warp,,,121324.000000
smsp__pcsamp_warps_issue_stalled_branch_resolving,warp,,,14254.000000
smsp__pcsamp_warps_issue_stalled_branch_resolving_not_issued,warp,,,7532.000000
smsp__pcsamp_warps_issue_stalled_dispatch_stall,warp,,,36080.000000
smsp__pcsamp_warps_issue_stalled_dispatch_stall_not_issued,warp,,,10948.000000
smsp__pcsamp_warps_issue_stalled_drain,warp,,,4274.000000
smsp__pcsamp_warps_issue_stalled_drain_not_issued,warp,,,4040.000000
smsp__pcsamp_warps_issue_stalled_imc_miss,warp,,,34.000000
smsp__pcsamp_warps_issue_stalled_imc_miss_not_issued,warp,,,28.000000
smsp__pcsamp_warps_issue_stalled_lg_throttle,warp,,,64572.000000
smsp__pcsamp_warps_issue_stalled_lg_throttle_not_issued,warp,,,53238.000000
smsp__pcsamp_warps_issue_stalled_long_scoreboard,warp,,,381695.000000
smsp__pcsamp_warps_issue_stalled_long_scoreboard_not_issued,warp,,,221897.000000
smsp__pcsamp_warps_issue_stalled_math_pipe_throttle,warp,,,195992.000000
smsp__pcsamp_warps_issue_stalled_math_pipe_throttle_not_issued,warp,,,94897.000000
smsp__pcsamp_warps_issue_stalled_membar,warp,,,0.000000
smsp__pcsamp_warps_issue_stalled_membar_not_issued,warp,,,0.000000
smsp__pcsamp_warps_issue_stalled_mio_throttle,warp,,,102944.000000
smsp__pcsamp_warps_issue_stalled_mio_throttle_not_issued,warp,,,90319.000000
smsp__pcsamp_warps_issue_stalled_misc,warp,,,0.000000
smsp__pcsamp_warps_issue_stalled_misc_not_issued,warp,,,0.000000
smsp__pcsamp_warps_issue_stalled_no_instructions,inst,,,3995.000000
smsp__pcsamp_warps_issue_stalled_no_instructions_not_issued,inst,,,1525.000000
smsp__pcsamp_warps_issue_stalled_not_selected,warp,,,90681.000000
smsp__pcsamp_warps_issue_stalled_not_selected_not_issued,warp,,,0.000000
smsp__pcsamp_warps_issue_stalled_selected,warp,,,69075.000000
smsp__pcsamp_warps_issue_stalled_selected_not_issued,warp,,,0.000000
smsp__pcsamp_warps_issue_stalled_short_scoreboard,warp,,,49796.000000
smsp__pcsamp_warps_issue_stalled_short_scoreboard_not_issued,warp,,,32442.000000
smsp__pcsamp_warps_issue_stalled_sleeping,warp,,,0.000000
smsp__pcsamp_warps_issue_stalled_sleeping_not_issued,warp,,,0.000000
smsp__pcsamp_warps_issue_stalled_tex_throttle,warp,,,0.000000
smsp__pcsamp_warps_issue_stalled_tex_throttle_not_issued,warp,,,0.000000
smsp__pcsamp_warps_issue_stalled_wait,warp,,,169276.000000
smsp__pcsamp_warps_issue_stalled_wait_not_issued,warp,,,76535.000000
